"_time",count
"2023-09-28T18:30:00.000+00:00",10764
"2023-09-28T19:00:00.000+00:00",15101
"2023-09-28T19:30:00.000+00:00",11269
"2023-09-28T19:40:00.000+00:00",9456
"2023-09-28T21:00:00.000+00:00",10008
"2023-09-28T21:30:00.000+00:00",8523
"2023-09-28T22:00:00.000+00:00",9131
"2023-09-28T23:30:00.000+00:00",6620
"2023-09-29T00:00:00.000+00:00",8959
"2023-09-29T00:30:00.000+00:00",6597
"2023-09-29T01:00:00.000+00:00",21388
"2023-09-29T02:00:00.000+00:00",8506
"2023-09-29T02:30:00.000+00:00",6776
"2023-09-29T03:00:00.000+00:00",19355
"2023-09-29T03:30:00.000+00:00",10620
"2023-09-29T04:30:00.000+00:00",5394
"2023-09-29T05:00:00.000+00:00",8283
"2023-09-29T05:30:00.000+00:00",5236
"2023-09-29T06:00:00.000+00:00",10009
"2023-09-29T06:30:00.000+00:00",7416
"2023-09-29T07:00:00.000+00:00",12539
"2023-09-29T07:30:00.000+00:00",10589
"2023-09-29T08:00:00.000+00:00",12823
"2023-09-29T08:30:00.000+00:00",10149
"2023-09-29T09:00:00.000+00:00",11853
"2023-09-29T10:00:00.000+00:00",12626
"2023-09-29T10:30:00.000+00:00",7448
"2023-09-29T11:00:00.000+00:00",15201
"2023-09-29T11:30:00.000+00:00",10177
"2023-09-29T12:30:00.000+00:00",14254
"2023-09-29T13:00:00.000+00:00",16802
"2023-09-29T13:30:00.000+00:00",16282
"2023-09-29T14:00:00.000+00:00",24265
"2023-09-29T16:10:00.000+00:00",10625
"2023-09-29T16:40:00.000+00:00",9652
"2023-09-29T17:10:00.000+00:00",11067
"2023-09-29T17:40:00.000+00:00",13811
"2023-09-29T18:40:00.000+00:00",9175
"2023-09-29T19:10:00.000+00:00",13439
"2023-09-29T19:40:00.000+00:00",10708
"2023-09-29T20:10:00.000+00:00",9276
"2023-09-29T21:10:00.000+00:00",7930
"2023-09-29T21:40:00.000+00:00",5613
"2023-09-29T22:10:00.000+00:00",9855
"2023-09-29T22:40:00.000+00:00",4471
"2023-09-29T23:10:00.000+00:00",5696
"2023-09-29T23:40:00.000+00:00",4653
"2023-09-30T00:10:00.000+00:00",4555
"2023-09-30T00:40:00.000+00:00",3233
"2023-09-30T01:10:00.000+00:00",4013
"2023-09-30T01:40:00.000+00:00",3969
"2023-09-30T02:40:00.000+00:00",3116
"2023-09-30T03:10:00.000+00:00",3441
"2023-09-30T03:40:00.000+00:00",3062
"2023-09-30T04:10:00.000+00:00",3824
"2023-09-30T05:10:00.000+00:00",4681
"2023-09-30T05:40:00.000+00:00",4548
"2023-09-30T06:10:00.000+00:00",4560
"2023-09-30T06:40:00.000+00:00",3565
"2023-09-30T08:10:00.000+00:00",4922
"2023-09-30T08:40:00.000+00:00",5315
"2023-09-30T09:10:00.000+00:00",4208
"2023-09-30T10:30:00.000+00:00",4693
"2023-09-30T10:40:00.000+00:00",3211
"2023-09-30T11:10:00.000+00:00",4296
"2023-09-30T11:40:00.000+00:00",4910
"2023-09-30T13:00:00.000+00:00",8055
"2023-09-30T13:40:00.000+00:00",3434
"2023-09-30T14:10:00.000+00:00",4726
"2023-09-30T15:30:00.000+00:00",3630
"2023-09-30T16:00:00.000+00:00",5113
"2023-09-30T16:10:00.000+00:00",3390
"2023-09-30T16:40:00.000+00:00",2900
"2023-09-30T18:00:00.000+00:00",3546
"2023-09-30T18:30:00.000+00:00",2575
"2023-09-30T19:40:00.000+00:00",4047
"2023-09-30T20:10:00.000+00:00",4486
"2023-09-30T20:40:00.000+00:00",3403
"2023-09-30T21:10:00.000+00:00",3411
"2023-09-30T22:10:00.000+00:00",3266
"2023-09-30T22:40:00.000+00:00",2751
"2023-09-30T23:10:00.000+00:00",3614
"2023-09-30T23:40:00.000+00:00",3530
"2023-10-01T00:10:00.000+00:00",4522
"2023-10-01T00:40:00.000+00:00",3437
"2023-10-01T01:10:00.000+00:00",3415
"2023-10-01T01:40:00.000+00:00",2809
"2023-10-01T02:10:00.000+00:00",3470
"2023-10-01T02:40:00.000+00:00",2618
"2023-10-01T03:40:00.000+00:00",2455
"2023-10-01T04:10:00.000+00:00",3900
"2023-10-01T04:40:00.000+00:00",3260
"2023-10-01T05:10:00.000+00:00",4229
"2023-10-01T06:10:00.000+00:00",3746
"2023-10-01T06:40:00.000+00:00",2703
"2023-10-01T07:10:00.000+00:00",4142
"2023-10-01T07:40:00.000+00:00",3947
"2023-10-01T09:10:00.000+00:00",3161
"2023-10-01T09:40:00.000+00:00",4381
"2023-10-01T10:10:00.000+00:00",3811
"2023-10-01T11:30:00.000+00:00",5004
"2023-10-01T11:40:00.000+00:00",3656
"2023-10-01T12:10:00.000+00:00",4289
"2023-10-01T12:40:00.000+00:00",3698
"2023-10-01T14:00:00.000+00:00",6966
"2023-10-01T14:40:00.000+00:00",3615
"2023-10-01T15:10:00.000+00:00",3924
"2023-10-01T16:30:00.000+00:00",4241
"2023-10-01T17:00:00.000+00:00",5206
"2023-10-01T17:10:00.000+00:00",3563
"2023-10-01T17:40:00.000+00:00",3057
"2023-10-01T19:00:00.000+00:00",4085
"2023-10-01T19:30:00.000+00:00",3072
"2023-10-01T20:10:00.000+00:00",2981
"2023-10-01T21:30:00.000+00:00",3162
"2023-10-01T22:00:00.000+00:00",5371
"2023-10-01T22:30:00.000+00:00",4423
"2023-10-01T23:10:00.000+00:00",3962
"2023-10-01T23:40:00.000+00:00",4307
"2023-10-02T00:10:00.000+00:00",4570
"2023-10-02T00:40:00.000+00:00",3626
"2023-10-02T01:10:00.000+00:00",7270
"2023-10-02T01:40:00.000+00:00",7116
"2023-10-02T02:10:00.000+00:00",4755
"2023-10-02T02:40:00.000+00:00",7636
"2023-10-02T03:10:00.000+00:00",6244
"2023-10-02T03:40:00.000+00:00",4303
"2023-10-02T04:40:00.000+00:00",4560
"2023-10-02T05:10:00.000+00:00",6814
"2023-10-02T05:40:00.000+00:00",5347
"2023-10-02T06:10:00.000+00:00",6231
"2023-10-02T07:10:00.000+00:00",10142
"2023-10-02T07:40:00.000+00:00",8640
"2023-10-02T08:10:00.000+00:00",8714
"2023-10-02T08:40:00.000+00:00",9516
"2023-10-02T10:10:00.000+00:00",8677
"2023-10-02T10:40:00.000+00:00",6727
"2023-10-02T11:10:00.000+00:00",9077
"2023-10-02T12:30:00.000+00:00",14452
"2023-10-02T12:40:00.000+00:00",10408
"2023-10-02T13:10:00.000+00:00",14466
"2023-10-02T13:40:00.000+00:00",14093
"2023-10-02T15:00:00.000+00:00",18018
"2023-10-02T15:40:00.000+00:00",10767
"2023-10-02T16:10:00.000+00:00",11099
"2023-10-02T17:30:00.000+00:00",11735
"2023-10-02T18:00:00.000+00:00",13815
"2023-10-02T18:10:00.000+00:00",10480
"2023-10-02T18:40:00.000+00:00",11053
"2023-10-02T20:00:00.000+00:00",12531
"2023-10-02T20:30:00.000+00:00",10916
"2023-10-02T21:10:00.000+00:00",8572
"2023-10-02T22:30:00.000+00:00",6292
"2023-10-02T23:00:00.000+00:00",8279
"2023-10-02T23:30:00.000+00:00",7249
"2023-10-02T23:40:00.000+00:00",5861
"2023-10-03T01:00:00.000+00:00",8800
"2023-10-03T01:30:00.000+00:00",7083
"2023-10-03T02:00:00.000+00:00",12090
"2023-10-03T02:40:00.000+00:00",5497
"2023-10-03T03:10:00.000+00:00",5736
"2023-10-03T03:40:00.000+00:00",4947
"2023-10-03T04:10:00.000+00:00",5414
"2023-10-03T04:40:00.000+00:00",5720
"2023-10-03T05:40:00.000+00:00",6387
"2023-10-03T06:10:00.000+00:00",7557
"2023-10-03T06:40:00.000+00:00",6623
"2023-10-03T07:10:00.000+00:00",12492
"2023-10-03T08:10:00.000+00:00",10883
"2023-10-03T08:40:00.000+00:00",9793
"2023-10-03T09:10:00.000+00:00",8977
"2023-10-03T09:40:00.000+00:00",9412
"2023-10-03T11:10:00.000+00:00",11038
"2023-10-03T11:40:00.000+00:00",10208
"2023-10-03T12:10:00.000+00:00",12752
"2023-10-03T13:30:00.000+00:00",14618
"2023-10-03T13:40:00.000+00:00",13615
"2023-10-03T14:10:00.000+00:00",16758
"2023-10-03T14:40:00.000+00:00",32191
"2023-10-03T16:00:00.000+00:00",17035
"2023-10-03T16:40:00.000+00:00",10196
"2023-10-03T17:10:00.000+00:00",11435
"2023-10-03T18:30:00.000+00:00",11316
"2023-10-03T19:00:00.000+00:00",13648
"2023-10-03T19:10:00.000+00:00",10202
"2023-10-03T19:40:00.000+00:00",10735
"2023-10-03T21:00:00.000+00:00",9739
"2023-10-03T21:30:00.000+00:00",8053
"2023-10-03T22:10:00.000+00:00",6631
"2023-10-03T23:30:00.000+00:00",6315
"2023-10-04T00:00:00.000+00:00",8356
"2023-10-04T00:30:00.000+00:00",7264
"2023-10-04T00:40:00.000+00:00",5289
"2023-10-04T02:00:00.000+00:00",7745
"2023-10-04T02:30:00.000+00:00",5735
"2023-10-04T03:00:00.000+00:00",19369
"2023-10-04T04:30:00.000+00:00",5629
"2023-10-04T05:00:00.000+00:00",12230
"2023-10-04T05:30:00.000+00:00",10925
"2023-10-04T06:00:00.000+00:00",14760
"2023-10-04T06:40:00.000+00:00",11538
"2023-10-04T07:10:00.000+00:00",11193
"2023-10-04T07:40:00.000+00:00",9336
"2023-10-04T08:10:00.000+00:00",13792
"2023-10-04T09:10:00.000+00:00",10118
"2023-10-04T09:40:00.000+00:00",8381
"2023-10-04T10:10:00.000+00:00",10292
"2023-10-04T10:40:00.000+00:00",9736
"2023-10-04T12:10:00.000+00:00",11441
"2023-10-04T12:40:00.000+00:00",11181
"2023-10-04T13:10:00.000+00:00",17360
"2023-10-04T14:30:00.000+00:00",17120
"2023-10-04T14:40:00.000+00:00",15412
"2023-10-04T15:10:00.000+00:00",25953
"2023-10-04T15:40:00.000+00:00",12896
"2023-10-04T17:00:00.000+00:00",18228
"2023-10-04T17:40:00.000+00:00",11072
"2023-10-04T18:10:00.000+00:00",13827
"2023-10-04T19:30:00.000+00:00",15706
"2023-10-04T20:00:00.000+00:00",24217
"2023-10-04T20:10:00.000+00:00",25172
"2023-10-04T20:40:00.000+00:00",28442
"2023-10-04T22:00:00.000+00:00",11483
"2023-10-04T22:30:00.000+00:00",8133
"2023-10-04T23:10:00.000+00:00",7134
"2023-10-05T00:30:00.000+00:00",6602
"2023-10-05T01:00:00.000+00:00",8750
"2023-10-05T01:30:00.000+00:00",5645
"2023-10-05T01:40:00.000+00:00",5626
"2023-10-05T03:00:00.000+00:00",19162
"2023-10-05T03:30:00.000+00:00",9957
"2023-10-05T04:00:00.000+00:00",7504
"2023-10-05T05:30:00.000+00:00",6474
"2023-10-05T06:00:00.000+00:00",10060
"2023-10-05T06:30:00.000+00:00",7598
"2023-10-05T07:00:00.000+00:00",11446
"2023-10-05T08:00:00.000+00:00",11282
"2023-10-05T08:30:00.000+00:00",10695
"2023-10-05T09:00:00.000+00:00",11558
"2023-10-05T09:30:00.000+00:00",20018
"2023-10-05T10:10:00.000+00:00",8142
"2023-10-05T10:40:00.000+00:00",7235
"2023-10-05T11:10:00.000+00:00",12889
"2023-10-05T11:40:00.000+00:00",8964
"2023-10-05T13:10:00.000+00:00",15809
"2023-10-05T13:40:00.000+00:00",14927
"2023-10-05T14:10:00.000+00:00",17165
"2023-10-05T15:30:00.000+00:00",15350
"2023-10-05T15:40:00.000+00:00",11668
"2023-10-05T16:10:00.000+00:00",11971
"2023-10-05T16:40:00.000+00:00",9564
"2023-10-05T18:00:00.000+00:00",15437
"2023-10-05T18:40:00.000+00:00",12405
"2023-10-05T19:10:00.000+00:00",12031
"2023-10-05T20:30:00.000+00:00",10943
"2023-10-05T21:00:00.000+00:00",12788
"2023-10-05T21:10:00.000+00:00",7303
"2023-10-05T21:40:00.000+00:00",6618
"2023-10-05T23:00:00.000+00:00",7449
"2023-10-05T23:30:00.000+00:00",4939
"2023-10-06T00:10:00.000+00:00",5309
"2023-10-06T01:30:00.000+00:00",5377
"2023-10-06T02:00:00.000+00:00",6266
